raceId;year;round;name;date;time;url;circuitId
453;1983;2;United States Grand Prix West;1983-03-27;\N;http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West;43
454;1983;3;French Grand Prix;1983-04-17;\N;http://en.wikipedia.org/wiki/1983_French_Grand_Prix;34
455;1983;4;San Marino Grand Prix;1983-05-01;\N;http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix;21
456;1983;5;Monaco Grand Prix;1983-05-15;\N;http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix;6
457;1983;6;Belgian Grand Prix;1983-05-22;\N;http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix;13
458;1983;7;Detroit Grand Prix;1983-06-05;\N;http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix;37
459;1983;8;Canadian Grand Prix;1983-06-12;\N;http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix;7
460;1983;9;British Grand Prix;1983-07-16;\N;http://en.wikipedia.org/wiki/1983_British_Grand_Prix;9
461;1983;10;German Grand Prix;1983-08-07;\N;http://en.wikipedia.org/wiki/1983_German_Grand_Prix;10
462;1983;11;Austrian Grand Prix;1983-08-14;\N;http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix;70
463;1983;12;Dutch Grand Prix;1983-08-28;\N;http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix;39
464;1983;13;Italian Grand Prix;1983-09-11;\N;http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix;14
465;1983;14;European Grand Prix;1983-09-25;\N;http://en.wikipedia.org/wiki/1983_European_Grand_Prix;38
466;1983;15;South African Grand Prix;1983-10-15;\N;http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix;30
467;1982;1;South African Grand Prix;1982-01-23;\N;http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix;30
468;1982;2;Brazilian Grand Prix;1982-03-21;\N;http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix;36
469;1982;3;United States Grand Prix West;1982-04-04;\N;http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West;43
470;1982;4;San Marino Grand Prix;1982-04-25;\N;http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix;21
471;1982;5;Belgian Grand Prix;1982-05-09;\N;http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix;40
472;1982;6;Monaco Grand Prix;1982-05-23;\N;http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix;6
473;1982;7;Detroit Grand Prix;1982-06-06;\N;http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix;37
474;1982;8;Canadian Grand Prix;1982-06-13;\N;http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix;7
475;1982;9;Dutch Grand Prix;1982-07-03;\N;http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix;39
476;1982;10;British Grand Prix;1982-07-18;\N;http://en.wikipedia.org/wiki/1982_British_Grand_Prix;38
477;1982;11;French Grand Prix;1982-07-25;\N;http://en.wikipedia.org/wiki/1982_French_Grand_Prix;34
478;1982;12;German Grand Prix;1982-08-08;\N;http://en.wikipedia.org/wiki/1982_German_Grand_Prix;10
479;1982;13;Austrian Grand Prix;1982-08-15;\N;http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix;70
480;1982;14;Swiss Grand Prix;1982-08-29;\N;http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix;41
481;1982;15;Italian Grand Prix;1982-09-12;\N;http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix;14
482;1982;16;Caesars Palace Grand Prix;1982-09-25;\N;http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix;44
483;1981;1;United States Grand Prix West;1981-03-15;\N;http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West;43
484;1981;2;Brazilian Grand Prix;1981-03-29;\N;http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix;36
485;1981;3;Argentine Grand Prix;1981-04-12;\N;http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix;25
486;1981;4;San Marino Grand Prix;1981-05-03;\N;http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix;21
487;1981;5;Belgian Grand Prix;1981-05-17;\N;http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix;40
488;1981;6;Monaco Grand Prix;1981-05-31;\N;http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix;6
489;1981;7;Spanish Grand Prix;1981-06-21;\N;http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix;45
490;1981;8;French Grand Prix;1981-07-05;\N;http://en.wikipedia.org/wiki/1981_French_Grand_Prix;41
491;1981;9;British Grand Prix;1981-07-18;\N;http://en.wikipedia.org/wiki/1981_British_Grand_Prix;9
492;1981;10;German Grand Prix;1981-08-02;\N;http://en.wikipedia.org/wiki/1981_German_Grand_Prix;10
493;1981;11;Austrian Grand Prix;1981-08-16;\N;http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix;70
494;1981;12;Dutch Grand Prix;1981-08-30;\N;http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix;39
495;1981;13;Italian Grand Prix;1981-09-13;\N;http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix;14
496;1981;14;Canadian Grand Prix;1981-09-27;\N;http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix;7
497;1981;15;Caesars Palace Grand Prix;1981-10-17;\N;http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix;44
498;1980;1;Argentine Grand Prix;1980-01-13;\N;http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix;25
499;1980;2;Brazilian Grand Prix;1980-01-27;\N;http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix;18
500;1980;3;South African Grand Prix;1980-03-01;\N;http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix;30
501;1980;4;United States Grand Prix West;1980-03-30;\N;http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West;43
502;1980;5;Belgian Grand Prix;1980-05-04;\N;http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix;40
503;1980;6;Monaco Grand Prix;1980-05-18;\N;http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix;6
504;1980;7;French Grand Prix;1980-06-29;\N;http://en.wikipedia.org/wiki/1980_French_Grand_Prix;34
505;1980;8;British Grand Prix;1980-07-13;\N;http://en.wikipedia.org/wiki/1980_British_Grand_Prix;38
506;1980;9;German Grand Prix;1980-08-10;\N;http://en.wikipedia.org/wiki/1980_German_Grand_Prix;10
507;1980;10;Austrian Grand Prix;1980-08-17;\N;http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix;70
508;1980;11;Dutch Grand Prix;1980-08-31;\N;http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix;39
509;1980;12;Italian Grand Prix;1980-09-14;\N;http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix;21
510;1980;13;Canadian Grand Prix;1980-09-28;\N;http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix;7
511;1980;14;United States Grand Prix;1980-10-05;\N;http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix;46
512;1979;1;Argentine Grand Prix;1979-01-21;\N;http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix;25
513;1979;2;Brazilian Grand Prix;1979-02-04;\N;http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix;18
514;1979;3;South African Grand Prix;1979-03-03;\N;http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix;30
515;1979;4;United States Grand Prix West;1979-04-08;\N;http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West;43
516;1979;5;Spanish Grand Prix;1979-04-29;\N;http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix;45
517;1979;6;Belgian Grand Prix;1979-05-13;\N;http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix;40
518;1979;7;Monaco Grand Prix;1979-05-27;\N;http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix;6
519;1979;8;French Grand Prix;1979-07-01;\N;http://en.wikipedia.org/wiki/1979_French_Grand_Prix;41
520;1979;9;British Grand Prix;1979-07-14;\N;http://en.wikipedia.org/wiki/1979_British_Grand_Prix;9
521;1979;10;German Grand Prix;1979-07-29;\N;http://en.wikipedia.org/wiki/1979_German_Grand_Prix;10
522;1979;11;Austrian Grand Prix;1979-08-12;\N;http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix;70
523;1979;12;Dutch Grand Prix;1979-08-26;\N;http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix;39
524;1979;13;Italian Grand Prix;1979-09-09;\N;http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix;14
525;1979;14;Canadian Grand Prix;1979-09-30;\N;http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix;7
526;1979;15;United States Grand Prix;1979-10-07;\N;http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix;46
527;1978;1;Argentine Grand Prix;1978-01-15;\N;http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix;25
528;1978;2;Brazilian Grand Prix;1978-01-29;\N;http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix;36
529;1978;3;South African Grand Prix;1978-03-04;\N;http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix;30
530;1978;4;United States Grand Prix West;1978-04-02;\N;http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West;43
531;1978;5;Monaco Grand Prix;1978-05-07;\N;http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix;6
532;1978;6;Belgian Grand Prix;1978-05-21;\N;http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix;40
533;1978;7;Spanish Grand Prix;1978-06-04;\N;http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix;45
534;1978;8;Swedish Grand Prix;1978-06-17;\N;http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix;47
535;1978;9;French Grand Prix;1978-07-02;\N;http://en.wikipedia.org/wiki/1978_French_Grand_Prix;34
536;1978;10;British Grand Prix;1978-07-16;\N;http://en.wikipedia.org/wiki/1978_British_Grand_Prix;38
537;1978;11;German Grand Prix;1978-07-30;\N;http://en.wikipedia.org/wiki/1978_German_Grand_Prix;10
538;1978;12;Austrian Grand Prix;1978-08-13;\N;http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix;70
539;1978;13;Dutch Grand Prix;1978-08-27;\N;http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix;39
540;1978;14;Italian Grand Prix;1978-09-10;\N;http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix;14
541;1978;15;United States Grand Prix;1978-10-01;\N;http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix;46
542;1978;16;Canadian Grand Prix;1978-10-08;\N;http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix;7
543;1977;1;Argentine Grand Prix;1977-01-09;\N;http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix;25
544;1977;2;Brazilian Grand Prix;1977-01-23;\N;http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix;18
545;1977;3;South African Grand Prix;1977-03-05;\N;http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix;30
546;1977;4;United States Grand Prix West;1977-04-03;\N;http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West;43
547;1977;5;Spanish Grand Prix;1977-05-08;\N;http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix;45
548;1977;6;Monaco Grand Prix;1977-05-22;\N;http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix;6
549;1977;7;Belgian Grand Prix;1977-06-05;\N;http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix;40
550;1977;8;Swedish Grand Prix;1977-06-19;\N;http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix;47
551;1977;9;French Grand Prix;1977-07-03;\N;http://en.wikipedia.org/wiki/1977_French_Grand_Prix;41
552;1977;10;British Grand Prix;1977-07-16;\N;http://en.wikipedia.org/wiki/1977_British_Grand_Prix;9
553;1977;11;German Grand Prix;1977-07-31;\N;http://en.wikipedia.org/wiki/1977_German_Grand_Prix;10
554;1977;12;Austrian Grand Prix;1977-08-14;\N;http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix;70
555;1977;13;Dutch Grand Prix;1977-08-28;\N;http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix;39
556;1977;14;Italian Grand Prix;1977-09-11;\N;http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix;14
557;1977;15;United States Grand Prix;1977-10-02;\N;http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix;46
558;1977;16;Canadian Grand Prix;1977-10-09;\N;http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix;48
559;1977;17;Japanese Grand Prix;1977-10-23;\N;http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix;16
560;1976;1;Brazilian Grand Prix;1976-01-25;\N;http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix;18
561;1976;2;South African Grand Prix;1976-03-06;\N;http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix;30
562;1976;3;United States Grand Prix West;1976-03-28;\N;http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West;43
563;1976;4;Spanish Grand Prix;1976-05-02;\N;http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix;45
564;1976;5;Belgian Grand Prix;1976-05-16;\N;http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix;40
565;1976;6;Monaco Grand Prix;1976-05-30;\N;http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix;6
566;1976;7;Swedish Grand Prix;1976-06-13;\N;http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix;47
567;1976;8;French Grand Prix;1976-07-04;\N;http://en.wikipedia.org/wiki/1976_French_Grand_Prix;34
568;1976;9;British Grand Prix;1976-07-18;\N;http://en.wikipedia.org/wiki/1976_British_Grand_Prix;38
569;1976;10;German Grand Prix;1976-08-01;\N;http://en.wikipedia.org/wiki/1976_German_Grand_Prix;20
570;1976;11;Austrian Grand Prix;1976-08-15;\N;http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix;70
571;1976;12;Dutch Grand Prix;1976-08-29;\N;http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix;39
572;1976;13;Italian Grand Prix;1976-09-12;\N;http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix;14
573;1976;14;Canadian Grand Prix;1976-10-03;\N;http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix;48
574;1976;15;United States Grand Prix;1976-10-10;\N;http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix;46
575;1976;16;Japanese Grand Prix;1976-10-24;\N;http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix;16
576;1975;1;Argentine Grand Prix;1975-01-12;\N;http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix;25
577;1975;2;Brazilian Grand Prix;1975-01-26;\N;http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix;18
578;1975;3;South African Grand Prix;1975-03-01;\N;http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix;30
579;1975;4;Spanish Grand Prix;1975-04-27;\N;http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix;49
580;1975;5;Monaco Grand Prix;1975-05-11;\N;http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix;6
581;1975;6;Belgian Grand Prix;1975-05-25;\N;http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix;40
582;1975;7;Swedish Grand Prix;1975-06-08;\N;http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix;47
583;1975;8;Dutch Grand Prix;1975-06-22;\N;http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix;39
584;1975;9;French Grand Prix;1975-07-06;\N;http://en.wikipedia.org/wiki/1975_French_Grand_Prix;34
585;1975;10;British Grand Prix;1975-07-19;\N;http://en.wikipedia.org/wiki/1975_British_Grand_Prix;9
586;1975;11;German Grand Prix;1975-08-03;\N;http://en.wikipedia.org/wiki/1975_German_Grand_Prix;20
587;1975;12;Austrian Grand Prix;1975-08-17;\N;http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix;70
588;1975;13;Italian Grand Prix;1975-09-07;\N;http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix;14
589;1975;14;United States Grand Prix;1975-10-05;\N;http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix;46
590;1974;1;Argentine Grand Prix;1974-01-13;\N;http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix;25
591;1974;2;Brazilian Grand Prix;1974-01-27;\N;http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix;18
592;1974;3;South African Grand Prix;1974-03-30;\N;http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix;30
593;1974;4;Spanish Grand Prix;1974-04-28;\N;http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix;45
594;1974;5;Belgian Grand Prix;1974-05-12;\N;http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix;50
595;1974;6;Monaco Grand Prix;1974-05-26;\N;http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix;6
596;1974;7;Swedish Grand Prix;1974-06-09;\N;http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix;47
597;1974;8;Dutch Grand Prix;1974-06-23;\N;http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix;39
598;1974;9;French Grand Prix;1974-07-07;\N;http://en.wikipedia.org/wiki/1974_French_Grand_Prix;41
599;1974;10;British Grand Prix;1974-07-20;\N;http://en.wikipedia.org/wiki/1974_British_Grand_Prix;38
600;1974;11;German Grand Prix;1974-08-04;\N;http://en.wikipedia.org/wiki/1974_German_Grand_Prix;20
601;1974;12;Austrian Grand Prix;1974-08-18;\N;http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix;70
602;1974;13;Italian Grand Prix;1974-09-08;\N;http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix;14
603;1974;14;Canadian Grand Prix;1974-09-22;\N;http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix;48
604;1974;15;United States Grand Prix;1974-10-06;\N;http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix;46
605;1973;1;Argentine Grand Prix;1973-01-28;\N;http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix;25
606;1973;2;Brazilian Grand Prix;1973-02-11;\N;http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix;18
607;1973;3;South African Grand Prix;1973-03-03;\N;http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix;30
608;1973;4;Spanish Grand Prix;1973-04-29;\N;http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix;49
609;1973;5;Belgian Grand Prix;1973-05-20;\N;http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix;40
610;1973;6;Monaco Grand Prix;1973-06-03;\N;http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix;6
611;1973;7;Swedish Grand Prix;1973-06-17;\N;http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix;47
612;1973;8;French Grand Prix;1973-07-01;\N;http://en.wikipedia.org/wiki/1973_French_Grand_Prix;34
613;1973;9;British Grand Prix;1973-07-14;\N;http://en.wikipedia.org/wiki/1973_British_Grand_Prix;9
614;1973;10;Dutch Grand Prix;1973-07-29;\N;http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix;39
615;1973;11;German Grand Prix;1973-08-05;\N;http://en.wikipedia.org/wiki/1973_German_Grand_Prix;20
616;1973;12;Austrian Grand Prix;1973-08-19;\N;http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix;70
617;1973;13;Italian Grand Prix;1973-09-09;\N;http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix;14
618;1973;14;Canadian Grand Prix;1973-09-23;\N;http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix;48
619;1973;15;United States Grand Prix;1973-10-07;\N;http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix;46
620;1972;1;Argentine Grand Prix;1972-01-23;\N;http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix;25
621;1972;2;South African Grand Prix;1972-03-04;\N;http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix;30
622;1972;3;Spanish Grand Prix;1972-05-01;\N;http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix;45
623;1972;4;Monaco Grand Prix;1972-05-14;\N;http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix;6
624;1972;5;Belgian Grand Prix;1972-06-04;\N;http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix;50
625;1972;6;French Grand Prix;1972-07-02;\N;http://en.wikipedia.org/wiki/1972_French_Grand_Prix;51
626;1972;7;British Grand Prix;1972-07-15;\N;http://en.wikipedia.org/wiki/1972_British_Grand_Prix;38
627;1972;8;German Grand Prix;1972-07-30;\N;http://en.wikipedia.org/wiki/1972_German_Grand_Prix;20
628;1972;9;Austrian Grand Prix;1972-08-13;\N;http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix;70
629;1972;10;Italian Grand Prix;1972-09-10;\N;http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix;14
630;1972;11;Canadian Grand Prix;1972-09-24;\N;http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix;48
631;1972;12;United States Grand Prix;1972-10-08;\N;http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix;46
632;1971;1;South African Grand Prix;1971-03-06;\N;http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix;30
633;1971;2;Spanish Grand Prix;1971-04-18;\N;http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix;49
634;1971;3;Monaco Grand Prix;1971-05-23;\N;http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix;6
635;1971;4;Dutch Grand Prix;1971-06-20;\N;http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix;39
636;1971;5;French Grand Prix;1971-07-04;\N;http://en.wikipedia.org/wiki/1971_French_Grand_Prix;34
637;1971;6;British Grand Prix;1971-07-17;\N;http://en.wikipedia.org/wiki/1971_British_Grand_Prix;9
638;1971;7;German Grand Prix;1971-08-01;\N;http://en.wikipedia.org/wiki/1971_German_Grand_Prix;20
639;1971;8;Austrian Grand Prix;1971-08-15;\N;http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix;70
640;1971;9;Italian Grand Prix;1971-09-05;\N;http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix;14
641;1971;10;Canadian Grand Prix;1971-09-19;\N;http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix;48
642;1971;11;United States Grand Prix;1971-10-03;\N;http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix;46
643;1970;1;South African Grand Prix;1970-03-07;\N;http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix;30
644;1970;2;Spanish Grand Prix;1970-04-19;\N;http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix;45
645;1970;3;Monaco Grand Prix;1970-05-10;\N;http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix;6
646;1970;4;Belgian Grand Prix;1970-06-07;\N;http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix;13
647;1970;5;Dutch Grand Prix;1970-06-21;\N;http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix;39
648;1970;6;French Grand Prix;1970-07-05;\N;http://en.wikipedia.org/wiki/1970_French_Grand_Prix;51
649;1970;7;British Grand Prix;1970-07-18;\N;http://en.wikipedia.org/wiki/1970_British_Grand_Prix;38
650;1970;8;German Grand Prix;1970-08-02;\N;http://en.wikipedia.org/wiki/1970_German_Grand_Prix;10
651;1970;9;Austrian Grand Prix;1970-08-16;\N;http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix;70
652;1970;10;Italian Grand Prix;1970-09-06;\N;http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix;14
653;1970;11;Canadian Grand Prix;1970-09-20;\N;http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix;52
654;1970;12;United States Grand Prix;1970-10-04;\N;http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix;46
655;1970;13;Mexican Grand Prix;1970-10-25;\N;http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix;32
656;1969;1;South African Grand Prix;1969-03-01;\N;http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix;30
657;1969;2;Spanish Grand Prix;1969-05-04;\N;http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix;49
658;1969;3;Monaco Grand Prix;1969-05-18;\N;http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix;6
659;1969;4;Dutch Grand Prix;1969-06-21;\N;http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix;39
660;1969;5;French Grand Prix;1969-07-06;\N;http://en.wikipedia.org/wiki/1969_French_Grand_Prix;51
661;1969;6;British Grand Prix;1969-07-19;\N;http://en.wikipedia.org/wiki/1969_British_Grand_Prix;9
662;1969;7;German Grand Prix;1969-08-03;\N;http://en.wikipedia.org/wiki/1969_German_Grand_Prix;20
663;1969;8;Italian Grand Prix;1969-09-07;\N;http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix;14
664;1969;9;Canadian Grand Prix;1969-09-20;\N;http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix;48
665;1969;10;United States Grand Prix;1969-10-05;\N;http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix;46
666;1969;11;Mexican Grand Prix;1969-10-19;\N;http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix;32
667;1968;1;South African Grand Prix;1968-01-01;\N;http://en.wikipedia.org/wiki/1968_South_African_Grand_Prix;30
668;1968;2;Spanish Grand Prix;1968-05-12;\N;http://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix;45
669;1968;3;Monaco Grand Prix;1968-05-26;\N;http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix;6
670;1968;4;Belgian Grand Prix;1968-06-09;\N;http://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix;13
671;1968;5;Dutch Grand Prix;1968-06-23;\N;http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix;39
672;1968;6;French Grand Prix;1968-07-07;\N;http://en.wikipedia.org/wiki/1968_French_Grand_Prix;53
673;1968;7;British Grand Prix;1968-07-20;\N;http://en.wikipedia.org/wiki/1968_British_Grand_Prix;38
674;1968;8;German Grand Prix;1968-08-04;\N;http://en.wikipedia.org/wiki/1968_German_Grand_Prix;20
675;1968;9;Italian Grand Prix;1968-09-08;\N;http://en.wikipedia.org/wiki/1968_Italian_Grand_Prix;14
676;1968;10;Canadian Grand Prix;1968-09-22;\N;http://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix;52
677;1968;11;United States Grand Prix;1968-10-06;\N;http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix;46
678;1968;12;Mexican Grand Prix;1968-11-03;\N;http://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix;32
679;1967;1;South African Grand Prix;1967-01-02;\N;http://en.wikipedia.org/wiki/1967_South_African_Grand_Prix;30
680;1967;2;Monaco Grand Prix;1967-05-07;\N;http://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix;6
681;1967;3;Dutch Grand Prix;1967-06-04;\N;http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix;39
682;1967;4;Belgian Grand Prix;1967-06-18;\N;http://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix;13
683;1967;5;French Grand Prix;1967-07-02;\N;http://en.wikipedia.org/wiki/1967_French_Grand_Prix;54
